Status,Age Group,Education,Industry,Location,AI Risk,Years of Experience,Monthly Salary (INR),Date Recorded
Unemployed,35 - 44,Diploma,Finance,Bangalore,Medium,2.0,34200.0,12/20/2025
,,PhD,Finance,Mumbai,Medium,,7300.0,12/21/2025
UNEMPLOYED,,Ph.D,Retail,,moderate,,130700.0,12/22/2025
Employed,35 - 44,Master,Health,Mumbai,Medium,,66100.0,12/23/2025
,55+,High School,Technology,Bangalore,Low,,48500.0,12/24/2025
Employed,55+,High School,Health,Urban,Medium,,127100.0,12/25/2025
employed,18-24,Ph.D,Retail,Bangalore,Medium,9.0,46700.0,12/26/2025
Unemployed,25_34,high school,Tech ,rural,,,24400.0,12/27/2025
UNEMPLOYED,,Masters,Health,,Low,27.0,29800.0,12/28/2025
UNEMPLOYED,45-54,Master,Technology,Urban,low,18.0,41900.0,12/29/2025
employed,25_34,,Technology,rural,HIGH,20.0,8800.0,12/30/2025
Employed,25_34,Master,Tech ,Hyderabad,Low,,,12/31/2025
unemployed,45-54,Masters,Retail,suburban,low,11.0,39400.0,1/1/2026
,25-34,High School,Finance,suburban,low,,121700.0,1/2/2026
Unemployed,25-34,Bachelors,Technology,suburban,Low,28.0,,1/3/2026
UNEMPLOYED,25_34,Bachelors,Healthcare,Mumbai,low,23.0,128500.0,1/4/2026
Employed,25_34,Ph.D,Finance,rural,low,22.0,48400.0,1/5/2026
unemployed,,Diploma,Retail,urban,HIGH,23.0,83500.0,1/6/2026
UNEMPLOYED,55+,Bachelor's,Retail,Bangalore,Low,,98800.0,1/7/2026
Employed,45-54,Masters,Retail,Delhi,Low,,34300.0,1/8/2026
UNEMPLOYED,25-34,high school,Finance,Bangalore,High,,118100.0,1/9/2026
,,,Tech ,Bangalore,low,23.0,,1/10/2026
,55+,Ph.D, Fintech,rural,moderate,16.0,,1/11/2026
EMPLOYED,25-34,PhD,Technology,suburban,moderate,,48400.0,1/12/2026
UNEMPLOYED,45-54,High School,Retail,,moderate,,96000.0,1/13/2026
EMPLOYED,25_34,Masters,Retail,Urban,,,79900.0,1/14/2026
employed,25-34,Master,Finance,urban,HIGH,13.0,14500.0,1/15/2026
Employed,25_34,Diploma, Fintech,Mumbai,Medium,16.0,31900.0,1/16/2026
,25_34,Ph.D,Retail,urban,High,2.0,59500.0,1/17/2026
,35 - 44,High School,Tech ,urban,HIGH,15.0,,1/18/2026
unemployed,25-34,Master,Retail,Hyderabad,Low,,14100.0,1/19/2026
unemployed,35 - 44,Bachelors,Technology,Urban,low,23.0,7600.0,1/20/2026
unemployed,18-24,Diploma,Healthcare,rural,Medium,13.0,57500.0,1/21/2026
,25_34,Bachelors, Fintech,Delhi,Medium,,36900.0,1/22/2026
employed,18-24,Ph.D,Health,Hyderabad,Low,,130100.0,1/23/2026
unemployed,18-24,Masters,Tech ,suburban,High,,45200.0,1/24/2026
UNEMPLOYED,25_34,PhD,,Mumbai,Low,16.0,93400.0,1/25/2026
UNEMPLOYED,35 - 44,Diploma,Finance,rural,HIGH,,149900.0,1/26/2026
employed,35 - 44,High School,Retail,Delhi,HIGH,,47800.0,1/27/2026
Unemployed,18 to 24,High School, Fintech,Mumbai,low,,76800.0,1/28/2026
Employed,,Ph.D,Finance,Hyderabad,,21.0,63800.0,1/29/2026
employed,25-34,Master, Fintech,Mumbai,,,121900.0,1/30/2026
employed,45-54,Master,Technology,Mumbai,High,19.0,75900.0,1/31/2026
unemployed,18 to 24,Bachelor's,Retail,Hyderabad,Medium,22.0,82600.0,2/1/2026
EMPLOYED,45-54,Bachelors,Technology,Bangalore,moderate,26.0,69200.0,2/2/2026
Unemployed,25-34,PhD,Health,Hyderabad,High,,128300.0,2/3/2026
Unemployed,,Ph.D,Health,Mumbai,Low,,148400.0,2/4/2026
Unemployed,,Diploma,,Urban,Low,,146500.0,2/5/2026
unemployed,25-34,High School,Health,,moderate,,,2/6/2026
Unemployed,45-54,high school,Healthcare,Hyderabad,,,,2/7/2026
EMPLOYED,25-34,high school,Retail,rural,HIGH,30.0,78100.0,2/8/2026
UNEMPLOYED,55+,Diploma,Health,Bangalore,low,22.0,36800.0,2/9/2026
Employed,25-34,Ph.D,Tech ,Delhi,High,29.0,84500.0,2/10/2026
EMPLOYED,25_34,PhD,Healthcare,urban,High,,100900.0,2/11/2026
Unemployed,18 to 24,High School,Healthcare,Mumbai,Medium,,,2/12/2026
Unemployed,35 - 44,Bachelors,Tech ,urban,Medium,,13300.0,2/13/2026
EMPLOYED,18-24,Masters, Fintech,rural,Low,11.0,65100.0,2/14/2026
UNEMPLOYED,25_34,Master, Fintech,Hyderabad,Low,,139900.0,2/15/2026
Employed,25-34,Master,Healthcare,urban,,27.0,137500.0,2/16/2026
Unemployed,,Bachelor's,Technology,Hyderabad,High,,79400.0,2/17/2026
UNEMPLOYED,35 - 44,PhD,Health,,moderate,3.0,,2/18/2026
,,Bachelors,Finance,Urban,Medium,12.0,,2/19/2026
Unemployed,35 - 44,,Education,Mumbai,low,,86900.0,2/20/2026
unemployed,18 to 24,,Health,Delhi,low,,21700.0,2/21/2026
EMPLOYED,55+,Master,Health,rural,Medium,,,2/22/2026
,45-54,Masters,Retail,Bangalore,moderate,,,2/23/2026
unemployed,,PhD,,Bangalore,Medium,0.0,79200.0,2/24/2026
Employed,18-24,Ph.D,Tech ,Hyderabad,low,,62700.0,2/25/2026
Unemployed,45-54,Bachelor's,Technology,urban,HIGH,,141400.0,2/26/2026
employed,25_34,Bachelors,,suburban,,,,2/27/2026
unemployed,55+,,Education,Hyderabad,Low,22.0,44000.0,2/28/2026
unemployed,55+,Bachelor's,Tech ,rural,High,,,3/1/2026
Unemployed,18-24,Masters,Technology,,low,0.0,80400.0,3/2/2026
unemployed,55+,,Finance,Bangalore,,,106300.0,3/3/2026
employed,18 to 24,Bachelor's,Retail,Delhi,Medium,,120600.0,3/4/2026
Employed,25-34,,Technology,suburban,Medium,26.0,38900.0,3/5/2026
employed,45-54,,Tech ,Bangalore,High,,,3/6/2026
unemployed,55+,Bachelor's,Retail,urban,High,16.0,53200.0,3/7/2026
employed,18-24,Diploma,Retail,Delhi,,,22300.0,3/8/2026
Employed,18 to 24,Master,Education,Urban,High,,76500.0,3/9/2026
unemployed,35 - 44,Bachelors, Fintech,suburban,moderate,27.0,65100.0,3/10/2026
Unemployed,18-24,Master,Education,Mumbai,HIGH,24.0,107300.0,3/11/2026
unemployed,18 to 24,Ph.D,Tech ,Urban,Medium,5.0,122000.0,3/12/2026
Unemployed,35 - 44,Master,Healthcare,Bangalore,Medium,,60800.0,3/13/2026
employed,35 - 44,Ph.D,Education,Mumbai,low,19.0,,3/14/2026
Employed,35 - 44,Masters,Retail,urban,HIGH,,,3/15/2026
employed,25-34,Masters,,Mumbai,High,,63800.0,3/16/2026
UNEMPLOYED,18 to 24,,Healthcare,suburban,HIGH,,148400.0,3/17/2026
EMPLOYED,45-54,Diploma,Education,urban,HIGH,15.0,98600.0,3/18/2026
unemployed,,PhD,Health,urban,High,1.0,99000.0,3/19/2026
employed,45-54,,Healthcare,rural,moderate,,,3/20/2026
Employed,25_34,Bachelors,Tech ,urban,,,69100.0,3/21/2026
,18 to 24,,Finance,Hyderabad,Medium,,41300.0,3/22/2026
Employed,25_34,High School,Healthcare,Delhi,HIGH,,7900.0,3/23/2026
Unemployed,55+,Master,Healthcare,Delhi,HIGH,,34400.0,3/24/2026
Unemployed,55+,Masters,Health,rural,High,17.0,73200.0,3/25/2026
employed,45-54,Masters,Technology,Delhi,High,,107100.0,3/26/2026
UNEMPLOYED,25_34,Master,Technology,urban,Low,,11500.0,3/27/2026
Unemployed,18 to 24,Ph.D,Technology,Hyderabad,Low,,,3/28/2026
,25-34,Diploma,Healthcare,suburban,High,,93800.0,3/29/2026
UNEMPLOYED,18 to 24,Diploma,,,moderate,6.0,122100.0,3/30/2026
EMPLOYED,25-34,Masters,Retail,suburban,low,,33400.0,3/31/2026
UNEMPLOYED,55+,Ph.D,Tech ,Delhi,High,18.0,42700.0,4/1/2026
,25_34,Ph.D,Retail,urban,Low,23.0,149100.0,4/2/2026
,45-54,high school,Education,rural,low,,132300.0,4/3/2026
UNEMPLOYED,,Bachelors,,urban,High,,,4/4/2026
unemployed,25_34,PhD, Fintech,Hyderabad,moderate,12.0,,4/5/2026
EMPLOYED,18-24,Ph.D, Fintech,,low,,18700.0,4/6/2026
EMPLOYED,,,Technology,rural,Medium,,127200.0,4/7/2026
Employed,55+,Ph.D,Technology,suburban,low,30.0,129400.0,4/8/2026
Unemployed,,high school,,Bangalore,low,16.0,72300.0,4/9/2026
employed,25-34,Bachelors,Retail,Bangalore,,,34400.0,4/10/2026
Employed,18 to 24,High School,Retail,Mumbai,High,,,4/11/2026
EMPLOYED,55+,PhD, Fintech,Mumbai,moderate,14.0,40600.0,4/12/2026
EMPLOYED,,Bachelors,Tech ,Delhi,HIGH,2.0,147900.0,4/13/2026
Unemployed,18-24,high school,Education,rural,moderate,,77800.0,4/14/2026
UNEMPLOYED,35 - 44,PhD,Healthcare,rural,Low,5.0,43100.0,4/15/2026
employed,,Ph.D,Retail,Hyderabad,moderate,1.0,,4/16/2026
,25_34,Masters,Technology,,low,28.0,109600.0,4/17/2026
EMPLOYED,,Diploma,,rural,low,23.0,61700.0,4/18/2026
Employed,35 - 44,Master,Retail,Bangalore,moderate,,,4/19/2026
EMPLOYED,18-24,Masters,,urban,moderate,9.0,148500.0,4/20/2026
employed,18-24,Master,Technology,Bangalore,moderate,20.0,54400.0,4/21/2026
,35 - 44,Masters,,Delhi,Low,,81000.0,4/22/2026
Employed,,Bachelor's,Retail,Delhi,Low,,78300.0,4/23/2026
employed,35 - 44,high school,Finance,rural,HIGH,7.0,137000.0,4/24/2026
unemployed,45-54,Diploma,Health,suburban,moderate,14.0,144900.0,4/25/2026
EMPLOYED,35 - 44,Ph.D,Technology,suburban,moderate,30.0,149800.0,4/26/2026
Employed,55+,Bachelors,Retail,Bangalore,moderate,,81300.0,4/27/2026
Employed,25_34,Ph.D,Health,Mumbai,Medium,,,4/28/2026
EMPLOYED,18 to 24,Ph.D,Retail,Mumbai,HIGH,,134900.0,4/29/2026
EMPLOYED,35 - 44,Master,Healthcare,rural,High,,100000.0,4/30/2026
,18 to 24,Ph.D,Finance,urban,HIGH,,18100.0,5/1/2026
,55+,PhD,Tech ,Urban,Medium,16.0,110600.0,5/2/2026
,25_34,Ph.D,Retail,Urban,low,22.0,148400.0,5/3/2026
Employed,55+,high school,Tech ,Urban,HIGH,,27500.0,5/4/2026
UNEMPLOYED,35 - 44,Ph.D,Tech ,rural,High,,102500.0,5/5/2026
Employed,18-24,High School, Fintech,,Low,7.0,117100.0,5/6/2026
unemployed,45-54,Masters, Fintech,Mumbai,HIGH,25.0,,5/7/2026
Unemployed,45-54,Ph.D,,Hyderabad,High,7.0,39300.0,5/8/2026
Unemployed,18 to 24,PhD,Tech ,Mumbai,Medium,,93000.0,5/9/2026
EMPLOYED,45-54,PhD,,urban,moderate,16.0,70500.0,5/10/2026
unemployed,25-34,Masters,Retail,Bangalore,Low,26.0,28900.0,5/11/2026
UNEMPLOYED,35 - 44,Bachelor's,Health,Hyderabad,HIGH,28.0,52200.0,5/12/2026
UNEMPLOYED,18 to 24,High School,Retail,,High,29.0,6300.0,5/13/2026
,25-34,Bachelor's,Retail,suburban,Low,7.0,89400.0,5/14/2026
UNEMPLOYED,,PhD,Finance,suburban,low,,5800.0,5/15/2026
Unemployed,18 to 24,Bachelors,Retail,,low,20.0,141800.0,5/16/2026
Unemployed,45-54,Bachelor's,Health,Bangalore,High,,125800.0,5/17/2026
,18 to 24,high school,,Delhi,HIGH,20.0,54800.0,5/18/2026
EMPLOYED,25-34,Bachelors,Health,Bangalore,moderate,,65800.0,5/19/2026
Unemployed,45-54,High School, Fintech,suburban,,,55800.0,5/20/2026
employed,35 - 44,Master,Tech ,Delhi,Low,6.0,15200.0,5/21/2026
unemployed,25-34,High School,Retail,,High,,72500.0,5/22/2026
Unemployed,25-34,Master,Education,Urban,Low,11.0,,5/23/2026
,35 - 44,Master, Fintech,Delhi,Low,1.0,119900.0,5/24/2026
EMPLOYED,18 to 24,PhD,Tech ,Mumbai,,11.0,140400.0,5/25/2026
employed,18-24,High School,Healthcare,rural,Low,6.0,105600.0,5/26/2026
Unemployed,18 to 24,Bachelor's,Retail,Mumbai,High,29.0,139800.0,5/27/2026
employed,18 to 24,Master,,Bangalore,Medium,25.0,52400.0,5/28/2026
employed,18 to 24,Diploma, Fintech,,High,,,5/29/2026
employed,18 to 24,,,rural,,2.0,18400.0,5/30/2026
employed,35 - 44,PhD,Retail,,Medium,8.0,78000.0,5/31/2026
EMPLOYED,45-54,Diploma,Education,Urban,Medium,1.0,85400.0,6/1/2026
,18 to 24,high school,Education,Mumbai,Medium,,48000.0,6/2/2026
UNEMPLOYED,18-24,Bachelor's,Retail,urban,Low,17.0,58300.0,6/3/2026
EMPLOYED,55+,Bachelor's,Education,Bangalore,,,,6/4/2026
UNEMPLOYED,,Masters,Retail,suburban,Low,26.0,,6/5/2026
unemployed,25_34,high school,Health,Mumbai,Medium,,66100.0,6/6/2026
,45-54,Master,Retail,Bangalore,Medium,28.0,48200.0,6/7/2026
Employed,45-54,Masters,Tech ,rural,HIGH,,,6/8/2026
Unemployed,,Masters,Health,suburban,Low,5.0,78700.0,6/9/2026
,18-24,Ph.D,Retail,Urban,Low,4.0,87500.0,6/10/2026
Unemployed,35 - 44,Ph.D,,Delhi,Medium,,,6/11/2026
EMPLOYED,18 to 24,High School,Healthcare,Hyderabad,low,6.0,,6/12/2026
UNEMPLOYED,35 - 44,Masters,,Delhi,moderate,1.0,70300.0,6/13/2026
,,Bachelors,,suburban,High,1.0,128000.0,6/14/2026
Employed,18 to 24,high school,Retail,urban,,,137700.0,6/15/2026
,35 - 44,Diploma,Education,Delhi,,2.0,96500.0,6/16/2026
Unemployed,25_34,High School,Finance,,HIGH,,99400.0,6/17/2026
EMPLOYED,35 - 44,,Tech ,Bangalore,low,,,6/18/2026
employed,,high school,Retail,Bangalore,High,17.0,12100.0,6/19/2026
Employed,,Masters,Retail,Hyderabad,Medium,27.0,56700.0,6/20/2026
Employed,25_34,Masters,,Mumbai,High,,95300.0,6/21/2026
Unemployed,45-54,High School,Retail,rural,HIGH,,15000.0,6/22/2026
,18 to 24,Masters, Fintech,,High,,58800.0,6/23/2026
Employed,55+,high school,Healthcare,Delhi,HIGH,4.0,6100.0,6/24/2026
EMPLOYED,18-24,high school,Retail,,,,146800.0,6/25/2026
EMPLOYED,55+,High School,Technology,Urban,moderate,10.0,,6/26/2026
Employed,25-34,,Finance,rural,Low,,33600.0,6/27/2026
EMPLOYED,55+,Masters,Healthcare,Hyderabad,low,4.0,69300.0,6/28/2026
employed,25_34,High School, Fintech,urban,Low,18.0,,6/29/2026
employed,,Bachelor's,Health,Bangalore,moderate,,,6/30/2026
Employed,25_34,Bachelors,,Delhi,,23.0,28500.0,7/1/2026
UNEMPLOYED,25_34,,Healthcare,urban,Medium,21.0,30500.0,7/2/2026
,18 to 24,Bachelors,Retail,Bangalore,High,,,7/3/2026
UNEMPLOYED,45-54,Diploma,Health,urban,High,,137200.0,7/4/2026
EMPLOYED,,Diploma,,Mumbai,HIGH,19.0,,7/5/2026
unemployed,18-24,Diploma,Health,urban,HIGH,,,7/6/2026
,25_34,,Education,Bangalore,HIGH,,59000.0,7/7/2026
Unemployed,25_34,Master, Fintech,Mumbai,low,,143000.0,7/8/2026
EMPLOYED,35 - 44,Bachelors,Education,rural,High,,9600.0,7/9/2026
Unemployed,25-34,Bachelors,Education,,Medium,19.0,68200.0,7/10/2026
UNEMPLOYED,25-34,PhD, Fintech,Urban,Medium,1.0,,7/11/2026
unemployed,18-24,PhD,Retail,Mumbai,High,,81700.0,7/12/2026
UNEMPLOYED,18-24,Diploma,Education,Mumbai,Medium,5.0,104700.0,7/13/2026
EMPLOYED,45-54,high school,Retail,suburban,Medium,,36000.0,7/14/2026
unemployed,35 - 44,Masters,Health,urban,HIGH,,,7/15/2026
Employed,25_34,Diploma,,rural,,,,7/16/2026
UNEMPLOYED,45-54,PhD,Healthcare,rural,,,50500.0,7/17/2026
Employed,,Diploma,,suburban,HIGH,6.0,55000.0,7/18/2026
UNEMPLOYED,18-24,,,urban,,13.0,113500.0,7/19/2026
unemployed,25-34,Diploma,Education,Delhi,moderate,25.0,101200.0,7/20/2026
,45-54,Diploma,Education,Hyderabad,Low,25.0,6100.0,7/21/2026
EMPLOYED,45-54,Diploma,Retail,urban,HIGH,4.0,,7/22/2026
employed,18-24,High School,Tech ,rural,HIGH,,10700.0,7/23/2026
unemployed,25-34,Bachelors,Retail,Urban,HIGH,2.0,56700.0,7/24/2026
,,Bachelor's,Education,Hyderabad,moderate,11.0,,7/25/2026
,18-24,Diploma,,,HIGH,,146800.0,7/26/2026
UNEMPLOYED,25-34,Masters,Retail,Delhi,HIGH,2.0,87600.0,7/27/2026
employed,45-54,Master,,Delhi,High,9.0,131600.0,7/28/2026
UNEMPLOYED,35 - 44,PhD,Healthcare,Bangalore,High,,49000.0,7/29/2026
UNEMPLOYED,25_34,Ph.D,Finance,Delhi,low,16.0,49200.0,7/30/2026
,18-24,PhD,Finance,Hyderabad,low,18.0,31700.0,7/31/2026
EMPLOYED,18 to 24,High School,Technology,Delhi,moderate,,,8/1/2026
EMPLOYED,45-54,Masters,Tech ,Urban,High,25.0,,8/2/2026
employed,25-34,High School,Tech ,urban,low,11.0,126300.0,8/3/2026
employed,25-34,,Finance,Delhi,,,120300.0,8/4/2026
Unemployed,55+,Ph.D,Retail,Hyderabad,Low,7.0,65800.0,8/5/2026
Employed,55+,,Health,suburban,Medium,10.0,,8/6/2026
,18 to 24,Master,Health,Mumbai,Medium,,,8/7/2026
EMPLOYED,18 to 24,PhD,Technology,suburban,High,,100300.0,8/8/2026
,35 - 44,Bachelors,Finance,urban,moderate,,74300.0,8/9/2026
employed,35 - 44,Masters,Technology,,moderate,,77100.0,8/10/2026
,,high school,Retail,Delhi,Medium,,91200.0,8/11/2026
Employed,18-24,high school,Technology,Mumbai,Low,10.0,51800.0,8/12/2026
Unemployed,45-54,Master,Technology,Mumbai,,,90700.0,8/13/2026
Employed,18 to 24,Master,Finance,Delhi,,25.0,103400.0,8/14/2026
Unemployed,35 - 44,Masters,Health,Delhi,low,,24500.0,8/15/2026
,35 - 44,Bachelor's,Retail,rural,Medium,,42200.0,8/16/2026
UNEMPLOYED,25-34,Ph.D,Retail,,low,20.0,6700.0,8/17/2026
EMPLOYED,18-24,,Health,Bangalore,Medium,,137000.0,8/18/2026
Unemployed,18 to 24,Masters,Finance,suburban,,14.0,97800.0,8/19/2026
employed,35 - 44,PhD,Tech ,Mumbai,Low,,69800.0,8/20/2026
employed,35 - 44,Master,Healthcare,rural,,,39000.0,8/21/2026
unemployed,,Bachelor's,Retail,urban,moderate,,85800.0,8/22/2026
EMPLOYED,55+,Diploma,Retail,rural,,15.0,56400.0,8/23/2026
unemployed,25_34,High School,Retail,urban,Low,10.0,78100.0,8/24/2026
EMPLOYED,18-24,Masters,,rural,,,46100.0,8/25/2026
unemployed,45-54,, Fintech,,,,36400.0,8/26/2026
Unemployed,35 - 44,Bachelors,Technology,Delhi,HIGH,,12500.0,8/27/2026
UNEMPLOYED,18-24,Masters,,Delhi,moderate,18.0,91800.0,8/28/2026
unemployed,,Master,Healthcare,Bangalore,low,,83800.0,8/29/2026
Employed,55+,Diploma,Education,Mumbai,Low,,,8/30/2026
Employed,25-34,High School,Education,,,,64900.0,8/31/2026
UNEMPLOYED,18-24,Bachelors, Fintech,urban,High,21.0,100700.0,9/1/2026
employed,18-24,high school,Healthcare,rural,,,66400.0,9/2/2026
Unemployed,25_34,Bachelor's,Tech ,Mumbai,moderate,11.0,92000.0,9/3/2026
UNEMPLOYED,,Ph.D,Education,suburban,moderate,,55500.0,9/4/2026
UNEMPLOYED,55+,Ph.D,Education,rural,moderate,18.0,12700.0,9/5/2026
Employed,45-54,Diploma,Technology,suburban,High,18.0,44400.0,9/6/2026
UNEMPLOYED,18 to 24,Master,Healthcare,rural,Low,8.0,116200.0,9/7/2026
EMPLOYED,18 to 24,PhD,Finance,,moderate,,73900.0,9/8/2026
EMPLOYED,,high school,,,,,85700.0,9/9/2026
Unemployed,35 - 44,Diploma,Education,Mumbai,HIGH,,,9/10/2026
,18 to 24,high school,Finance,,High,,,9/11/2026
,,Masters,,Bangalore,Low,,85300.0,9/12/2026
,55+,,Retail,suburban,,,93500.0,9/13/2026
Unemployed,35 - 44,Master,Retail,Delhi,High,3.0,88100.0,9/14/2026
EMPLOYED,25_34,Ph.D, Fintech,Bangalore,HIGH,,,9/15/2026
Employed,45-54,Masters,,Urban,HIGH,18.0,,9/16/2026
unemployed,45-54,Bachelor's,Healthcare,rural,moderate,13.0,72700.0,9/17/2026
EMPLOYED,45-54,Masters,Healthcare,Delhi,HIGH,16.0,27300.0,9/18/2026
UNEMPLOYED,18-24,Bachelors,Retail,Urban,High,26.0,127000.0,9/19/2026
unemployed,25_34,high school, Fintech,Urban,Low,,57900.0,9/20/2026
,,Masters,Healthcare,Mumbai,Medium,,11000.0,9/21/2026
Unemployed,45-54,High School,Healthcare,Bangalore,Medium,8.0,42200.0,9/22/2026
unemployed,18-24,,Healthcare,Delhi,moderate,20.0,,9/23/2026
Unemployed,18-24,High School,Retail,Urban,,,49000.0,9/24/2026
Employed,25-34,Masters,Retail,Mumbai,Low,9.0,19100.0,9/25/2026
UNEMPLOYED,18 to 24,Ph.D,Education,Delhi,moderate,,,9/26/2026
Employed,55+,Diploma, Fintech,Bangalore,low,,,9/27/2026
UNEMPLOYED,18-24,PhD,Retail,Delhi,Medium,18.0,75900.0,9/28/2026
employed,25_34,Bachelors,,rural,,,118400.0,9/29/2026
UNEMPLOYED,,Master,Tech ,Urban,low,,,9/30/2026
Employed,25-34,Ph.D,Retail,Mumbai,Low,,131100.0,10/1/2026
unemployed,18 to 24,Diploma, Fintech,Delhi,Medium,,,10/2/2026
Unemployed,18 to 24,,,suburban,Low,,126100.0,10/3/2026
employed,25_34,Master,Finance,Delhi,HIGH,22.0,71500.0,10/4/2026
,,high school,Education,,moderate,6.0,45400.0,10/5/2026
employed,45-54,,Healthcare,Mumbai,Medium,5.0,75400.0,10/6/2026
unemployed,45-54,Ph.D,Retail,Delhi,,,92500.0,10/7/2026
unemployed,18 to 24,Bachelor's,Tech ,Delhi,Low,28.0,39500.0,10/8/2026
employed,18-24,Bachelor's,,rural,Low,,45200.0,10/9/2026
unemployed,25_34,Bachelor's,Education,rural,low,24.0,,10/10/2026
EMPLOYED,55+,Bachelor's,Retail,Mumbai,low,,135200.0,10/11/2026
employed,,Diploma,Education,Delhi,Low,,44600.0,10/12/2026
employed,18-24,Diploma,Education,rural,Low,20.0,96900.0,10/13/2026
unemployed,18 to 24,Bachelors,Technology,,,20.0,94400.0,10/14/2026
,25_34,Master,Health,Hyderabad,,25.0,9800.0,10/15/2026
Employed,55+,Bachelors,Technology,Hyderabad,,,,10/16/2026
Employed,55+,PhD, Fintech,Mumbai,Low,,114400.0,10/17/2026
EMPLOYED,18 to 24,Diploma,Health,Urban,High,,118000.0,10/18/2026
unemployed,18-24,High School,Finance,Bangalore,Medium,,,10/19/2026
Employed,55+,,Retail,suburban,Medium,,19900.0,10/20/2026
,45-54,,,Mumbai,High,2.0,,10/21/2026
Employed,25_34,High School,Retail,Mumbai,low,5.0,133700.0,10/22/2026
unemployed,25_34,PhD,Retail,urban,Medium,,,10/23/2026
Employed,,Bachelors,,Urban,low,3.0,62000.0,10/24/2026
EMPLOYED,25_34,,Tech ,Urban,,19.0,,10/25/2026
unemployed,,PhD,Retail,,Low,21.0,141000.0,10/26/2026
Unemployed,18-24,Bachelor's,Technology,Urban,,,58500.0,10/27/2026
EMPLOYED,18 to 24,high school,Retail,Urban,moderate,20.0,15600.0,10/28/2026
Employed,45-54,Master,Health,Hyderabad,High,,12600.0,10/29/2026
UNEMPLOYED,45-54,High School,,,Medium,26.0,39400.0,10/30/2026
Unemployed,18 to 24,high school,Technology,suburban,moderate,30.0,52100.0,10/31/2026
unemployed,55+,Bachelors,Education,Bangalore,HIGH,,18500.0,11/1/2026
UNEMPLOYED,18 to 24,Bachelors,Health,Bangalore,Low,,95300.0,11/2/2026
employed,18 to 24,Masters, Fintech,urban,,30.0,68900.0,11/3/2026
unemployed,,Ph.D,Finance,urban,Medium,0.0,80500.0,11/4/2026
Employed,35 - 44,Bachelor's,Health,rural,low,10.0,,11/5/2026
,25_34,High School,Finance,urban,Low,,52500.0,11/6/2026
unemployed,18 to 24,Diploma, Fintech,urban,,20.0,80400.0,11/7/2026
Unemployed,45-54,Master,Health,Delhi,High,,74800.0,11/8/2026
employed,,High School,,Bangalore,HIGH,,141700.0,11/9/2026
Unemployed,25-34,,Tech ,suburban,High,,,11/10/2026
Unemployed,35 - 44,High School,Retail,Hyderabad,,,14000.0,11/11/2026
unemployed,,Diploma,Education,rural,Medium,,,11/12/2026
employed,55+,Bachelors,Retail,,moderate,,,11/13/2026
employed,25-34,PhD,Healthcare,suburban,High,8.0,45700.0,11/14/2026
UNEMPLOYED,18-24,High School, Fintech,urban,low,,44000.0,11/15/2026
unemployed,18 to 24,Master,Technology,Mumbai,Medium,,126100.0,11/16/2026
unemployed,18-24,high school,Finance,suburban,low,,,11/17/2026
Unemployed,18 to 24,Ph.D,,Mumbai,moderate,,141500.0,11/18/2026
Unemployed,18-24,Master,Healthcare,urban,Medium,,9700.0,11/19/2026
unemployed,35 - 44,Bachelor's,Retail,Urban,,,30500.0,11/20/2026
Unemployed,35 - 44,high school,Retail,rural,low,5.0,63300.0,11/21/2026
,55+,Diploma,Technology,Hyderabad,,24.0,100000.0,11/22/2026
unemployed,25_34,Diploma,,Bangalore,HIGH,,145200.0,11/23/2026
UNEMPLOYED,18-24,High School, Fintech,Mumbai,low,,,11/24/2026
EMPLOYED,45-54,PhD, Fintech,,HIGH,24.0,22000.0,11/25/2026
,18-24,High School,Health,Urban,,12.0,,11/26/2026
UNEMPLOYED,18 to 24,Bachelor's,Tech ,suburban,High,,116100.0,11/27/2026
Unemployed,18-24,PhD,Health,rural,Low,24.0,122900.0,11/28/2026
unemployed,18-24,,,suburban,High,22.0,19800.0,11/29/2026
UNEMPLOYED,,Masters,Healthcare,Hyderabad,Low,,,11/30/2026
employed,18-24,PhD,Health,rural,,,123600.0,12/1/2026
employed,,,Finance,suburban,Medium,,27300.0,12/2/2026
Employed,25_34,Masters, Fintech,Hyderabad,moderate,,11500.0,12/3/2026
employed,55+,Master,Retail,Bangalore,,23.0,76200.0,12/4/2026
unemployed,25_34,high school,Tech ,Bangalore,Low,30.0,103900.0,12/5/2026
UNEMPLOYED,55+,High School,Technology,Mumbai,,13.0,58900.0,12/6/2026
employed,18 to 24,Ph.D,Tech ,Hyderabad,High,,44900.0,12/7/2026
UNEMPLOYED,25-34,Bachelors,Healthcare,,,18.0,122600.0,12/8/2026
Unemployed,25_34,High School,Finance,suburban,Low,30.0,19300.0,12/9/2026
employed,25_34,Diploma, Fintech,Delhi,moderate,,11700.0,12/10/2026
,,Ph.D,Retail,rural,moderate,,117200.0,12/11/2026
Unemployed,18-24,Ph.D,Education,Hyderabad,Medium,,143100.0,12/12/2026
EMPLOYED,25-34,Bachelors,,urban,Medium,,98200.0,12/13/2026
EMPLOYED,45-54,Diploma,Technology,Bangalore,HIGH,30.0,109500.0,12/14/2026
Employed,18-24,Diploma,Finance,Mumbai,High,28.0,124100.0,12/15/2026
Unemployed,18-24,High School,Retail,Delhi,,1.0,10700.0,12/16/2026
Employed,55+,Ph.D,Healthcare,Urban,HIGH,,58300.0,12/17/2026
